aid,year,gpa,pvt,grad,fam_mig,fam_inc,fam_edu
94572560,1991,2.857,95,1,0.626,0.935,0.84
94572567,1992,2.643,111,1,0.797,0.943,0.986
94572661,1991,3.267,112,1,0.859,0.936,0.914
94572667,1993,3.929,104,1,0.859,0.936,0.914
94572912,1993,3.417,115,1,0.777,0.958,0.79
94572918,1991,1.417,106,1,0.865,0.948,0.769
94572929,1994,0.273,91,0,0.862,0.915,0.831
94572981,1995,3.125,103,1,0.699,0.949,0.921
94572984,1992,3.6,104,1,0.831,0.957,0.889
94572988,1995,2.824,104,1,0.699,0.949,0.921
94572989,1995,3.118,104,1,0.462,0.922,0.822
94573418,1994,2.286,104,1,0.935,0.931,0.856
94573439,1994,2.143,91,1,0.74,0.915,0.605
94573693,1992,1.786,106,1,0.762,0.93,0.93
94573699,1992,0.933,108,1,0.804,0.969,0.919
94573951,1991,2.1,106,1,0.93,0.863,0.869
94573955,1995,3.8,95,1,0.999,0.943,0.963
94573957,1992,1.786,107,1,0.99,0.913,0.802
94574031,1993,4,83,1,0.562,0.906,0.159
94574105,1993,2.167,91,1,0.765,0.949,0.854
94574119,1993,2.571,106,1,0.826,0.872,0.816
94574128,1994,3.923,119,1,0.793,0.924,0.809
94574135,1994,0,83,0,0.898,0.941,0.976
94574140,1992,3,90,1,0.979,0.959,0.886
94574237,1993,2.111,81,0,0.896,0.843,0.73
94574241,1991,3.25,99,1,0.87,0.92,0.788
94574281,1991,3.214,108,1,0.907,0.948,0.805
94574310,1992,1.286,91,1,0.807,0.923,0.828
94574412,1994,0.385,98,0,0.815,0.936,0.861
94574414,1992,1.857,83,1,0.732,0.888,0.818
94574494,1992,2.917,116,1,0.676,0.861,0.79
94574536,1991,1.4,83,1,0.875,0.9,0.882
94574729,1991,1.167,99,1,0.678,0.839,0.753
94574802,1995,3.917,119,1,0.838,0.913,0.978
94574815,1994,1,77,0,0.617,0.962,0.916
94574830,1992,3,93,1,0.756,0.905,0.865
94575006,1993,3.25,102,1,0.917,0.931,0.951
94575026,1994,2,95,1,0.605,0.939,0.835
94575029,1995,3.429,114,1,0.691,0.941,0.863
94575068,1992,0.556,90,1,0.796,0.947,0.979
94575116,1992,3.714,106,1,0.645,0.873,0.856
94575130,1991,2.111,118,1,0.684,0.887,0.83
94575172,1991,2.8,120,1,0.564,0.931,0.991
94575194,1992,2.667,86,1,0.996,0.821,0.886
94575195,1992,3.75,119,1,0.463,0.893,0.938
94575211,1993,3.571,120,1,0.708,0.898,0.922
94575228,1994,2.5,69,1,0.605,0.939,0.835
94575231,1991,1.9,118,1,0.565,0.873,0.657
94575247,1994,3,114,1,0.81,0.87,0.825
94575261,1994,2.375,114,1,0.588,0.934,0.975
94575263,1994,3,119,1,0.529,0.897,0.932
94575278,1994,2.067,114,1,0.564,0.931,0.991
94575308,1994,2.75,86,1,0.926,0.956,0.918
94575320,1994,1.769,93,1,0.605,0.939,0.835
94575387,1992,1.917,120,1,0.641,0.917,0.958
94575393,1993,3.667,115,1,0.9,0.829,0.869
94575463,1993,2.875,106,1,0.529,0.897,0.932
94575868,1992,2.375,91,1,0.796,0.947,0.979
94575872,1992,3.2,120,1,0.564,0.931,0.991
94575876,1992,3.267,119,1,0.564,0.931,0.991
94575940,1995,2.75,102,1,0.462,0.953,0.776
94575941,1996,3.429,91,1,0.577,0.934,0.825
94575943,1994,2.929,120,1,0.522,0.929,0.924
94575945,1993,3.091,91,1,0.957,0.931,0.973
94575948,1993,3.214,112,1,0.827,0.91,0.837
94575955,1992,3.714,110,1,0.676,0.908,0.727
94575966,1994,2.867,107,1,0.678,0.944,0.888
94575985,1992,3.833,112,1,0.92,0.901,0.862
94575991,1993,2.143,98,1,0.815,0.859,0.856
94576007,1993,3.333,103,1,0.844,0.804,0.827
94576024,1991,2.333,93,1,0.921,0.904,0.798
94576105,1994,3.571,102,1,0.914,0.873,0.857
94576154,1993,2.714,98,1,0.757,0.896,0.684
94576216,1992,1.385,116,1,0.964,0.942,0.769
94576232,1991,3,111,1,0.743,0.878,0.742
94576254,1992,3.643,91,0,0.991,0.864,0.855
94576281,1994,2.833,93,1,0.867,0.926,0.811
94576285,1992,0.571,91,0,0.891,0.922,0.894
94576292,1991,2.5,73,1,0.872,0.926,0.93
94576344,1992,3,91,1,0.792,0.915,0.97
94576352,1991,3.538,115,1,0.757,0.896,0.684
94576357,1991,2.615,85,1,0.757,0.896,0.684
94576395,1993,1.929,100,1,0.648,0.899,0.875
94576411,1993,2.063,102,1,0.991,0.864,0.855
94576432,1993,1.267,87,1,0.988,0.92,0.979
94576537,1992,2.714,110,1,0.531,0.885,0.832
94576615,1994,3.667,108,1,0.963,0.943,0.805
94576646,1993,1.167,93,1,0.737,0.953,0.945
94576659,1991,1.9,116,1,0.984,0.947,0.89
94576661,1993,3.385,100,1,0.969,0.907,0.897
94576685,1992,2.167,106,0,0.931,0.91,0.737
94576706,1991,4,103,1,0.883,0.87,0.919
94576844,1995,2.417,96,1,0.813,0.897,0.838
94576985,1993,1.273,104,1,0.907,0.927,0.806
94576986,1994,3.167,106,1,0.907,0.927,0.806
94577061,1992,3.5,102,1,0.738,0.906,0.775
94577082,1994,2.875,114,1,0.9,0.949,0.572
94577084,1991,2.786,116,1,0.95,0.951,0.982
94577128,1993,4,119,1,0.84,0.956,0.961
94577181,1991,1.167,104,0,0.753,0.947,0.892
94577229,1994,3.143,108,1,0.938,0.929,0.965
94577264,1992,1.083,79,1,0.894,0.948,0.815
94577361,1993,2.462,104,0,0.894,0.948,0.815
94577781,1994,1.294,94,1,0.266,0.895,0.829
94577921,1992,3.143,116,1,0.911,0.964,0.869
94577924,1996,3.111,112,1,0.945,0.926,0.656
94578088,1991,3.167,108,1,0.825,0.918,0.883
94578096,1992,3.333,110,1,0.877,0.957,0.834
94578101,1992,2.667,104,1,0.763,0.959,0.992
94578110,1994,4,106,1,0.855,0.936,0.904
94578117,1994,1.867,82,1,0.714,0.933,0.862
94578142,1992,2.222,89,1,0.846,0.946,0.858
94578149,1993,2.875,110,1,0.817,0.928,0.739
94578194,1991,4,120,1,0.769,0.916,0.683
94578218,1992,1.167,82,1,0.855,0.936,0.904
94578383,1992,3.214,87,1,0.818,0.855,0.957
94578410,1991,3.167,107,1,0.798,0.979,0.987
94578421,1992,3.75,106,1,0.815,0.875,0.887
94578490,1991,2.25,107,1,0.644,0.926,0.71
94578587,1991,1.214,7,1,0.638,0.852,0.846
94578643,1992,3.667,103,1,0.961,0.909,0.873
94578780,1993,3.429,98,1,0.753,0.976,0.935
94578804,1992,2.167,77,1,0.342,0.92,0.951
94578874,1993,1.9,108,1,0.943,0.947,0.887
94578881,1991,1.583,75,1,0.795,0.93,0.937
94578890,1991,2.75,112,1,0.5,0.908,0.846
94578899,1992,4,118,1,0.555,0.932,0.832
94578910,1991,2.667,103,1,0.847,0.955,0.856
94578921,1993,2,75,1,0.756,0.893,0.829
94578943,1993,2.778,103,1,0.914,0.936,0.846
94578966,1993,1.4,91,1,0.757,0.897,0.886
94579176,1994,2.846,98,1,0.873,0.957,0.855
94579231,1994,3.125,99,1,0.791,0.86,0.995
94579232,1991,3.75,108,1,0.743,0.925,0.74
94579262,1995,3,96,1,0.733,0.956,0.859
94579290,1991,2.125,93,1,0.795,0.938,0.838
94579292,1992,1.857,86,1,0.795,0.938,0.838
94579294,1995,3.125,91,1,0.785,0.958,0.822
94579375,1993,2,114,1,0.836,0.948,0.83
94579944,1992,1.167,118,1,0.979,0.921,0.697
94579945,1991,1.75,104,0,0.979,0.921,0.697
94579946,1996,2.929,111,1,0.979,0.921,0.697
94579962,1996,2.167,104,1,0.71,0.953,0.837
94579997,1996,3.375,104,1,0.591,0.958,0.878
94579998,1991,3.5,106,1,0.785,0.958,0.822
94590253,1994,0.769,79,0,0.969,0.916,0.587
94593905,1992,3.8,104,1,0.854,0.963,0.948
94614472,1991,2.625,91,1,0.859,0.944,0.821
94614976,1994,2.375,119,1,0.641,0.954,0.911
94619063,1992,2.938,106,1,0.905,0.955,0.977
94619167,1996,2.429,111,1,0.723,0.962,0.938
94619262,1995,2.188,112,1,0.928,0.958,0.93
94619266,1991,2.333,108,1,0.816,0.98,0.881
94619369,1992,2.733,116,1,0.764,0.847,0.51
94619466,1994,3.286,114,1,0.764,0.847,0.51
94619467,1995,2.563,120,1,0.764,0.847,0.51
94619469,1993,3.75,111,1,0.764,0.847,0.51
94619867,1992,3.6,83,1,0.764,0.847,0.51
94619869,1992,3.467,120,1,0.875,0.87,0.801
94619963,1994,3.143,115,1,0.764,0.847,0.51
94619964,1993,2.4,107,1,0.928,0.958,0.93
94636354,1994,1.5,98,1,0.798,0.911,0.796
94676322,1992,2.857,112,1,0.641,0.691,0.622
94676929,1993,2.571,90,1,0.711,0.627,0.604
94678273,1994,2.417,104,1,0.883,0.915,0.832
94678379,1992,2.667,107,1,0.883,0.915,0.832
94710238,1996,2.667,83,1,0.987,0.918,0.747
94710239,1996,3.938,116,1,0.729,0.855,0.69
94710376,1996,2.563,91,1,0.896,0.952,0.951
94710390,1996,3.5,119,1,0.89,0.918,0.836
94710450,1994,0,75,1,0.969,0.916,0.587
94710871,1996,2.688,112,1,0.964,0.883,0.903
94710883,1996,3.857,111,1,0.969,0.892,0.802
94710974,1995,3.438,116,1,0.97,0.936,0.903
94710989,1994,3.143,104,1,0.965,0.932,0.696
94710994,1995,3.667,120,1,0.63,0.837,0.813
94710999,1996,0.95,93,1,0.701,0.887,0.799
94711176,1995,3.455,106,1,0.704,0.978,0.925
94711177,1996,2.882,116,1,0.904,0.965,0.883
94711266,1995,3.6,115,1,0.873,0.903,0.92
94711862,1995,2.375,104,1,0.888,0.949,0.991
94711973,1996,1.929,112,1,0.683,0.965,0.934
94711974,1995,3.111,111,1,0.685,0.978,0.93
94712047,1996,3.222,104,1,0.855,0.91,0.856
94712218,1995,0.417,110,1,0.853,0.869,0.865
94712341,1996,1.667,93,1,0.972,0.885,0.769
94712396,1996,3.643,90,1,0.852,0.937,0.836
94712917,1995,3.083,103,1,0.746,0.868,0.801
94712942,1995,2.778,103,1,0.936,0.939,0.737
94712990,1995,2.857,91,1,0.852,0.937,0.836
94712991,1995,3.357,90,1,0.852,0.937,0.836
94713936,1995,2.667,112,1,0.974,0.947,0.838
94714020,1996,2.429,110,1,0.855,0.847,0.773
94714022,1996,2.545,89,1,0.674,0.884,0.818
94714085,1995,3.583,100,1,0.907,0.948,0.805
94714088,1996,2.692,115,1,0.677,0.927,0.733
94714117,1996,1.357,95,1,0.864,0.925,0.824
94714180,1995,3.5,112,1,0.907,0.948,0.805
94714242,1996,3.214,107,1,0.895,0.904,0.842
94714244,1995,0.143,99,0,0.973,0.928,0.915
94714245,1996,4,102,1,0.991,0.906,0.869
94714310,1995,1.429,64,1,0.912,0.817,0.813
94714394,1996,3.5,111,1,0.699,0.915,0.91
94714934,1996,0.875,118,1,0.634,0.887,0.698
94715123,1995,2,81,0,0.74,0.961,0.97
94715922,1995,2.733,94,1,0.663,0.928,0.893
94715954,1996,2.143,81,1,0.676,0.908,0.727
94715955,1996,3,119,1,0.765,0.883,0.885
94715980,1996,3.857,104,1,0.914,0.932,0.971
94715981,1996,1.857,85,1,0.641,0.917,0.958
94715982,1996,1.643,81,0,0.637,0.96,0.846
94715987,1996,4,107,1,0.637,0.96,0.846
94716011,1995,1.75,102,1,0.715,0.896,0.897
94716068,1995,2.182,110,1,0.611,0.839,0.672
94716217,1996,3.188,111,1,0.711,0.94,0.792
94716265,1996,3.083,91,1,0.868,0.834,0.858
94716281,1995,3.083,116,1,0.798,0.919,0.862
94716293,1994,2.286,103,1,0.713,0.924,0.859
94716627,1996,2.462,102,1,0.993,0.916,0.9
94716663,1996,3.818,111,1,0.878,0.918,0.782
94716893,1995,2.786,93,1,0.945,0.948,0.894
94716975,1996,1.692,67,1,0.946,0.913,0.803
94716976,1995,0.917,116,0,0.82,0.914,0.813
94717262,1994,0.923,90,0,0.678,0.927,0.886
94717461,1995,2.5,120,1,0.56,0.911,0.876
94718027,1996,2.5,96,1,0.984,0.946,0.92
94718180,1995,3.071,74,1,0.908,0.854,0.846
94718194,1995,3.75,95,1,0.877,0.957,0.834
94718211,1996,3.125,90,1,0.982,0.91,0.894
94718249,1995,3.889,112,1,0.89,0.945,0.903
94718273,1995,2,110,1,0.896,0.937,0.883
94718277,1995,1.727,89,1,0.898,0.897,0.768
94718284,1995,2.286,102,1,0.638,0.852,0.846
94718329,1995,1.824,91,1,0.473,0.947,0.956
94718342,1996,3.222,106,1,0.901,0.956,0.832
94718944,1996,3.4,100,1,0.77,0.937,0.81
94718971,1995,3.417,104,1,0.963,0.939,0.783
94718998,1996,3.125,79,1,0.644,0.926,0.71
94719270,1995,1,89,0,0.836,0.948,0.83
94719279,1995,3.167,106,1,0.76,0.895,0.808
94719932,1996,3.667,110,1,0.866,0.932,0.948
94719933,1996,2.846,75,1,0.821,0.931,0.938
94719935,1995,2.462,91,1,0.824,0.948,0.955
94719978,1995,2.364,106,1,0.346,0.923,0.858
95316359,1996,3.375,110,1,0.975,0.913,0.87
95316851,1996,3,89,1,0.719,0.889,0.884
95374971,1996,3.25,108,1,0.817,0.919,0.883
95374972,1995,3,112,1,0.817,0.919,0.883
95374973,1995,3,112,1,0.694,0.927,0.905
95374975,1995,3.5,122,1,0.694,0.927,0.905
95500036,1992,2.417,107,1,0.723,0.922,0.82
95500280,1993,1.5,106,1,0.958,0.948,0.857
95500710,1993,3.333,104,0,0.922,0.983,0.932
95501960,1994,0.154,83,1,0.952,0.933,0.909
95504188,1993,3.692,115,1,0.907,0.948,0.805
95504481,1994,2.917,108,1,0.933,0.931,0.897
95504484,1992,2.286,114,1,0.854,0.909,0.862
95504487,1993,2.571,106,1,0.801,0.926,0.864
95504608,1992,2.083,107,1,0.396,0.905,0.9
95504620,1994,1.154,100,0,0.737,0.858,0.806
95504707,1993,3.167,114,1,0.632,0.936,0.896
95504902,1995,3.143,119,1,0.938,0.939,0.996
95504947,1992,3.417,118,1,0.959,0.974,0.826
95506022,1994,3.167,91,1,0.921,0.904,0.798
95506124,1993,2.333,86,1,0.871,0.868,0.928
95506154,1991,1.25,118,1,0.978,0.938,0.731
95506174,1993,1,93,1,0.981,0.951,0.811
95506181,1993,0.833,122,0,0.9,0.889,0.865
95506202,1993,1.3,96,1,0.786,0.867,0.796
95506230,1991,3.412,111,1,0.883,0.94,0.87
95506309,1993,2.667,81,1,0.777,0.917,0.904
95506426,1991,1.5,50,1,0.986,0.922,0.823
95506482,1991,3.333,116,1,0.891,0.922,0.894
95506680,1994,3.583,120,1,0.857,0.932,0.902
95506684,1991,2.417,94,0,0.989,0.929,0.93
95507059,1992,1.455,103,1,0.934,0.856,0.914
95507311,1992,1.077,103,1,0.723,0.915,0.764
95507914,1994,0.111,94,1,0.894,0.88,0.859
95508271,1992,3.333,118,1,0.896,0.937,0.883
95508323,1992,1.111,89,1,0.751,0.906,0.863
95508339,1994,3.833,115,1,0.941,0.925,0.904
95540910,1992,3.833,116,1,0.771,0.944,0.84
95543606,1993,1.857,106,0,0.9,0.913,0.857
95544983,1992,2.733,107,1,0.717,0.937,0.814
95548074,1994,1.833,107,1,0.909,0.934,0.846
95548969,1993,2.833,114,1,0.854,0.932,0.814
95570097,1994,1.75,86,1,0.503,0.923,0.894
95570123,1993,3.8,115,1,0.823,0.908,0.727
95570326,1996,2.5,107,1,0.823,0.908,0.727
95570450,1992,1.667,90,0,0.993,0.925,0.887
95570588,1992,2.857,116,1,0.953,0.927,0.824
95570621,1995,2.889,83,1,0.516,0.932,0.823
95570692,1991,4,104,1,0.918,0.895,0.757
95570852,1994,0.538,82,1,0.969,0.916,0.587
95571018,1995,3.625,104,1,0.875,0.858,0.903
95571100,1991,2.267,107,1,0.622,0.911,0.818
95571112,1991,3.286,116,1,0.604,0.949,0.921
95571160,1991,1,103,1,0.908,0.91,0.896
95571204,1993,2.545,118,1,0.684,0.938,0.818
95571306,1996,2.714,93,1,0.886,0.934,0.937
95571316,1991,3.625,118,1,0.91,0.965,0.932
95571319,1993,2.429,116,1,0.604,0.949,0.921
95571601,1994,1.571,100,1,0.704,0.913,0.87
95571657,1993,3,118,1,0.986,0.918,0.749
95571669,1992,1.714,110,1,0.976,0.912,0.848
95571679,1993,1.929,102,1,0.774,0.942,0.881
95571708,1993,1.6,95,1,0.737,0.847,0.901
95571819,1992,4,106,1,0.843,0.913,0.76
95571877,1991,1.125,75,1,0.942,0.921,0.917
95571913,1994,2.25,104,1,0.604,0.961,0.908
95572078,1994,2.5,95,0,0.913,0.943,0.851
95572102,1993,3.867,119,1,0.69,0.879,0.79
95572107,1992,1.625,107,1,0.814,0.829,0.84
95572108,1993,2.813,104,1,0.814,0.829,0.84
95572111,1992,2.462,111,1,0.731,0.93,0.825
95572115,1993,2.417,103,1,0.731,0.93,0.825
95572206,1994,2.063,120,1,0.59,0.89,0.768
95572285,1996,1.938,77,0,0.919,0.952,0.919
95572289,1993,1.867,106,1,0.744,0.94,0.936
95572291,1992,3.571,110,1,0.921,0.938,0.836
95572306,1994,3.947,108,1,0.814,0.829,0.84
95572316,1991,3.455,115,1,0.766,0.877,0.91
95572318,1993,2.917,99,1,0.865,0.948,0.769
95572386,1991,4,115,1,0.462,0.922,0.822
95572398,1994,2.286,83,1,0.921,0.938,0.836
95572402,1992,3.286,119,1,0.651,0.921,0.752
95572405,1992,3.143,111,1,0.591,0.874,0.864
95572443,1992,2.714,90,1,0.855,0.91,0.856
95572804,1991,2.85,83,1,0.651,0.921,0.752
95572847,1992,2.333,91,1,0.936,0.939,0.737
95572903,1994,3.842,115,1,0.69,0.879,0.79
95572925,1992,1.111,104,1,0.975,0.923,0.908
95572927,1991,0.923,119,1,0.589,0.887,0.836
95572981,1994,2.571,90,0,0.744,0.94,0.936
95572982,1996,2.5,115,0,0.699,0.949,0.921
95572984,1994,3.882,104,1,0.919,0.952,0.919
95573031,1994,2.071,93,1,0.825,0.92,0.941
95573193,1991,2.643,111,1,0.896,0.935,0.859
95573219,1995,2.571,103,1,0.705,0.941,0.919
95573233,1992,3.4,116,1,0.638,0.934,0.402
95573293,1991,2.143,96,1,0.508,0.934,0.749
95573294,1992,3,108,1,0.783,0.938,0.705
95573333,1994,2.429,106,1,0.758,0.96,0.73
95573407,1991,1.583,67,1,0.9,0.913,0.857
95573415,1992,2.625,119,1,0.621,0.925,0.818
95573618,1995,2.75,83,1,0.935,0.931,0.856
95573939,1991,2.786,115,1,0.71,0.881,0.662
95573950,1993,1.6,98,1,0.728,0.92,0.813
95573951,1991,2.286,96,1,0.994,0.901,0.754
95573954,1993,4,115,1,0.828,0.919,0.809
95573956,1992,3.412,107,1,1,0.944,0.902
95573957,1992,2.867,108,1,0.923,0.949,0.873
95573958,1992,3.167,108,1,0.982,0.903,0.795
95573994,1994,3.429,106,1,0.787,0.91,0.861
95574031,1993,2.222,83,0,0.845,0.951,0.867
95574234,1993,2.778,104,1,0.845,0.951,0.867
95574295,1994,0,86,0,0.977,0.921,0.763
95574333,1992,1.125,111,1,0.876,0.927,0.8
95574408,1991,2.417,114,1,0.742,0.964,0.851
95574415,1992,2.071,115,1,0.864,0.925,0.824
95574502,1992,1.583,111,1,0.806,0.946,0.952
95574503,1993,2.857,96,1,0.64,0.939,0.826
95574529,1993,3.643,107,1,0.483,0.823,0.866
95574591,1993,3.286,107,1,0.779,0.872,0.88
95574604,1994,4,118,1,1,0.945,0.998
95574608,1995,3.417,116,1,0.906,0.963,0.971
95574615,1994,2.5,82,1,0.992,0.931,0.765
95574617,1993,2.071,89,1,0.955,0.9,0.837
95574790,1991,0.25,104,0,0.676,0.861,0.79
95574804,1991,3.417,108,1,0.523,0.881,0.785
95574998,1991,1,74,0,0.98,0.937,0.775
95575014,1991,2.143,110,1,0.905,0.913,0.921
95575018,1994,4,114,1,0.645,0.873,0.856
95575026,1992,3.167,98,1,0.563,0.921,0.895
95575029,1991,2,74,0,0.667,0.936,0.841
95575031,1993,2.7,98,1,0.665,0.901,0.741
95575062,1992,3.556,108,1,0.728,0.98,0.964
95575073,1994,2.267,114,1,0.564,0.931,0.991
95575100,1995,3.429,108,1,0.57,0.965,0.924
95575122,1991,0,67,0,0.563,0.921,0.895
95575134,1992,1.778,106,1,0.887,0.887,0.871
95575153,1991,2.143,91,1,0.891,0.946,0.906
95575166,1992,2.778,110,1,0.678,0.944,0.888
95575203,1991,1.857,89,1,0.903,0.922,0.876
95575206,1995,3.75,85,1,0.783,0.918,0.991
95575211,1994,2.875,106,1,0.634,0.908,0.853
95575222,1993,1.25,107,1,0.744,0.944,0.797
95575241,1996,4,118,1,0.888,0.971,0.895
95575243,1991,3.5,119,1,0.845,0.949,0.934
95575244,1994,4,119,1,0.845,0.949,0.934
95575255,1991,1.929,100,1,0.765,0.883,0.885
95575259,1992,2.857,82,1,0.891,0.946,0.906
95575294,1994,2.643,93,1,0.817,0.91,0.872
95575313,1991,3,94,1,0.634,0.908,0.853
95575319,1994,3.125,93,1,0.634,0.908,0.853
95575329,1994,2.333,91,1,0.64,0.947,0.863
95575337,1991,3.875,119,1,0.934,0.922,0.936
95575351,1991,2.857,99,1,0.458,0.924,0.926
95575357,1992,2.286,90,1,0.698,0.958,0.824
95575377,1994,3.067,120,1,0.564,0.931,0.991
95575379,1994,3,120,1,0.564,0.931,0.991
95575386,1993,2.5,96,1,0.637,0.96,0.846
95575404,1995,2.636,108,1,0.863,0.949,0.944
95575426,1994,2,115,0,0.663,0.928,0.893
95575462,1992,3.375,116,1,0.588,0.934,0.975
95575621,1992,4,108,1,0.605,0.939,0.835
95575678,1994,4,118,1,0.564,0.931,0.991
95575805,1993,3.875,112,1,0.57,0.965,0.924
95575825,1994,1,75,1,0.744,0.944,0.797
95575860,1994,3.067,120,1,0.588,0.934,0.975
95575940,1995,3.429,112,1,0.835,0.895,0.809
95575941,1993,3.417,91,1,0.658,0.814,0.762
95575945,1994,3.214,81,1,0.57,0.932,0.817
95575982,1994,2.714,104,1,0.637,0.96,0.846
95575985,1994,2.143,112,0,0.781,0.934,0.823
95576034,1994,2.75,89,1,0.977,0.93,0.892
95576037,1993,3,86,1,0.98,0.96,0.897
95576041,1993,3.133,8,1,0.955,0.906,0.974
95576052,1993,2.938,119,1,0.757,0.896,0.684
95576064,1993,3.917,116,1,0.868,0.834,0.858
95576114,1992,3.8,115,1,0.963,0.943,0.805
95576115,1991,3,111,1,0.983,0.911,0.77
95576158,1992,1.538,115,1,0.927,0.917,0.864
95576236,1993,3,98,1,0.933,0.936,0.861
95576262,1993,3.462,122,1,0.611,0.839,0.672
95576307,1992,3.75,115,1,0.944,0.919,0.863
95576323,1994,2.75,103,1,0.921,0.904,0.798
95576363,1993,2.538,108,1,0.935,0.885,0.799
95576414,1994,4,119,1,0.711,0.94,0.792
95576447,1992,1.273,89,0,0.916,0.925,0.878
95576471,1991,3.417,119,1,0.673,0.956,0.866
95576482,1993,2.182,122,1,0.501,0.924,0.766
95576519,1991,2.143,115,1,0.864,0.948,0.811
95576759,1995,1.333,112,1,0.987,0.912,0.807
95576763,1993,3,106,1,0.868,0.834,0.858
95576814,1991,2.857,119,1,0.864,0.948,0.811
95576817,1992,3.5,115,1,0.964,0.942,0.769
95576852,1994,3.722,115,1,0.865,0.937,0.834
95576898,1992,2.769,10,1,0.713,0.924,0.859
95577054,1995,3.667,83,1,0.979,0.909,0.877
95577061,1991,3.714,115,1,0.817,0.968,0.817
95577224,1994,3,115,1,0.669,0.934,0.866
95577228,1993,3,120,1,0.899,0.955,0.824
95577267,1991,2.364,104,0,0.894,0.948,0.815
95577783,1991,3.5,112,1,0.935,0.938,0.906
95577884,1994,1.6,104,1,0.732,0.963,0.906
95577926,1993,3.733,119,1,0.945,0.976,0.964
95577928,1995,3,118,1,0.945,0.976,0.964
95578046,1994,3.222,112,1,0.73,0.956,0.773
95578083,1994,0.929,86,0,0.731,0.803,0.732
95578106,1993,1.857,87,1,0.708,0.924,0.926
95578109,1991,2.25,99,1,0.484,0.783,0.848
95578113,1993,2.286,114,1,0.847,0.955,0.856
95578126,1991,3,107,1,0.929,0.95,0.946
95578148,1993,3.818,122,1,0.903,0.948,0.868
95578195,1993,2.833,94,1,0.644,0.926,0.71
95578206,1994,1.571,81,1,0.88,0.95,0.956
95578218,1994,1.529,87,1,0.545,0.929,0.776
95578413,1991,3.5,86,1,0.855,0.936,0.904
95578486,1993,1.857,108,1,0.862,0.935,0.928
95578614,1993,3.167,111,1,0.728,0.913,0.811
95578642,1992,3.429,104,1,0.77,0.937,0.81
95578685,1992,1.867,110,1,0.824,0.893,0.739
95578741,1991,3.875,116,1,0.77,0.937,0.81
95578818,1992,2,91,1,0.889,0.937,0.893
95578886,1994,1.375,8,1,0.753,0.862,0.797
95578911,1991,2.333,79,1,0.901,0.843,0.756
95578939,1991,1,89,1,0.614,0.908,0.827
95578948,1991,2.125,93,0,0.77,0.937,0.81
95578995,1992,1.667,90,1,0.702,0.956,0.788
95579175,1991,3.667,119,1,0.873,0.957,0.855
95579178,1994,2,104,1,0.873,0.957,0.855
95579237,1992,2,94,1,0.866,0.932,0.948
95579245,1996,2.5,102,1,0.979,0.921,0.697
95579263,1994,1.818,108,1,0.718,0.943,0.932
95579276,1993,1.077,104,0,0.836,0.948,0.83
95579293,1992,3,106,1,0.591,0.958,0.878
95579332,1991,1.857,93,1,0.779,0.944,0.984
95579379,1993,0.167,90,0,0.346,0.923,0.858
95579937,1993,2.375,77,1,0.996,0.938,0.864
95579941,1992,2,86,1,0.979,0.921,0.697
95579944,1993,2.333,102,1,0.979,0.921,0.697
95579947,1993,1.917,94,1,0.979,0.921,0.697
95579960,1995,0.9,96,1,0.564,0.922,0.817
95579962,1993,3.5,112,1,0.808,0.951,0.801
95579978,1992,2.083,103,1,0.346,0.923,0.858
95579982,1994,2.733,108,1,0.986,0.875,0.771
95579986,1993,2.714,93,1,0.888,0.936,0.877
95579989,1994,1.692,118,1,0.884,0.93,0.931
95579994,1991,1.615,106,1,0.804,0.951,0.833
95593009,1992,3.75,114,1,0.72,0.939,0.87
95593101,1993,2.833,108,1,0.824,0.94,0.71
95593202,1993,1.667,87,0,0.855,0.865,0.923
95593302,1993,3.667,94,1,0.877,0.949,0.839
95614178,1993,0.143,107,1,0.734,0.911,0.761
95619165,1992,4,118,1,0.667,0.942,0.853
95619167,1991,3.8,83,1,0.764,0.847,0.51
95624976,1994,2,96,1,0.896,0.939,0.806
95646127,1992,2,110,1,0.458,0.961,0.907
95678073,1993,3.75,120,1,0.926,0.935,0.871
95678077,1994,2.25,104,1,0.707,0.9,0.865
95678275,1993,1.417,108,1,0.732,0.881,0.884
95710081,1996,2.143,110,1,0.953,0.927,0.824
95710117,1995,3.786,107,1,0.765,0.898,0.463
95710158,1995,2.833,86,1,0.748,0.95,0.938
95710236,1996,2,98,0,0.96,0.9,0.883
95710285,1994,1.857,96,1,0.992,0.917,0.759
95710480,1994,1.714,106,0,0.981,0.917,0.849
95710589,1996,3,75,0,0.991,0.907,0.857
95710984,1994,0.8,90,0,0.992,0.917,0.759
95711267,1996,3.727,120,1,0.908,0.91,0.896
95711964,1996,1.556,110,1,0.902,0.962,0.926
95711978,1995,2.692,107,1,0.704,0.978,0.925
95712290,1996,2.5,75,1,0.852,0.937,0.836
95712297,1995,3.857,107,1,0.921,0.938,0.836
95712312,1996,0.667,107,0,0.814,0.934,0.775
95712317,1996,2.923,102,1,0.78,0.907,0.87
95712342,1996,0,86,1,0.936,0.939,0.737
95712398,1996,3.071,87,1,0.921,0.938,0.836
95712913,1996,3.167,103,1,0.766,0.877,0.91
95712917,1996,3.417,91,1,0.865,0.948,0.769
95712945,1995,2.75,96,1,0.855,0.91,0.856
